O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
25-1113.00	3.A.1	Related Work Experience	RW	2	0.00	16	0.0000	n/a	n/a	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	3	0.00	16	0.0000	n/a	n/a	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	4	2.91	16	3.0840	0.2927	23.4684	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	5	3.54	16	3.7237	0.3569	27.2939	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	6	0.00	16	0.0000	n/a	n/a	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	7	14.31	16	7.5518	4.2980	38.2932	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	8	22.72	16	13.1276	5.6393	59.1330	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	9	18.89	16	14.9804	2.8162	65.1766	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	10	12.12	16	11.4874	1.3652	57.8779	N	08/2021	Incumbent
25-1113.00	3.A.1	Related Work Experience	RW	11	8.56	16	6.3317	1.6443	34.4196	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	1	32.60	16	13.5872	11.4602	64.3739	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	2	19.74	16	15.1774	3.0921	65.4592	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	3	9.92	16	6.7580	2.1486	35.5690	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	4	8.95	16	6.5853	1.7237	35.5003	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	5	2.53	16	2.6268	0.2678	20.0762	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	6	2.00	16	2.1375	0.2000	17.2406	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	7	10.80	16	6.7986	2.6222	35.2694	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	8	13.46	16	11.5905	1.8327	56.4589	N	08/2021	Incumbent
25-1113.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	16	0.0000	n/a	n/a	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	1	36.13	16	13.6231	13.8502	66.5678	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	2	1.65	16	1.7622	0.1640	14.5595	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	3	24.47	16	13.9897	6.0642	61.9234	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	4	8.95	16	6.5853	1.7237	35.5003	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	5	2.00	16	2.1375	0.2000	17.2406	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	6	20.39	16	11.5998	5.2899	54.0177	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	7	5.06	16	5.2537	0.5164	35.3985	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	8	1.34	16	1.4251	0.1379	11.8586	N	08/2021	Incumbent
25-1113.00	3.A.3	On-the-Job Training	OJ	9	0.00	16	0.0000	n/a	n/a	N	08/2021	Incumbent
25-1113.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.33	16	0.5339	1.1884	3.4643	N	08/2021	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	1	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	2	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	3	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	4	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	5	1.44	49	1.4110	0.1966	9.7479	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	6	13.89	49	6.2453	5.3466	31.5501	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	7	0.70	49	0.7166	0.0904	5.2712	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	8	50.68	49	9.4699	32.4230	68.7642	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	9	1.61	49	1.3412	0.2955	8.2500	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	10	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	11	31.67	49	8.2182	17.7651	49.8679	N	08/2019	Incumbent
25-1121.00	2.D.1	Required Level of Education	RL	12	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.29	49	0.3128	2.6650	3.9230	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	1	2.51	49	1.5717	0.7007	8.5663	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	2	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	3	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	4	0.00	49	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	5	4.05	49	2.8963	0.9343	15.8886	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	6	28.03	49	9.2770	13.3835	49.5428	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	7	18.08	49	5.9249	8.9854	33.0333	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	8	19.83	49	7.8209	8.4252	39.9445	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	9	9.65	49	4.9984	3.2639	25.2744	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	10	10.46	49	6.5730	2.7689	32.3874	N	08/2019	Incumbent
25-1121.00	3.A.1	Related Work Experience	RW	11	7.39	49	5.3324	1.6395	27.6523	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	1	32.53	48	7.5265	19.4729	49.0062	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	2	18.87	48	5.8952	9.6797	33.5400	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	3	11.13	48	6.9745	2.9395	34.0975	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	48	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	5	12.62	48	7.1798	3.7509	34.8610	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	6	10.92	48	5.1477	4.0579	26.2250	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	7	5.65	48	5.1968	0.8361	29.8510	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	8	2.98	48	2.1223	0.6973	11.8527	N	08/2019	Incumbent
25-1121.00	3.A.2	On-Site or In-Plant Training	PT	9	5.31	48	5.1554	0.7059	30.6292	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	1	30.66	49	6.7737	18.8977	45.6256	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	2	18.36	49	6.7390	8.3471	35.7054	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	3	1.14	49	1.1427	0.1506	8.1252	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	4	6.05	49	5.1118	1.0435	28.2070	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	5	17.50	49	7.5115	6.9366	37.6492	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	6	12.89	49	6.6116	4.3344	32.5899	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	7	5.23	49	5.1128	0.6884	30.5164	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	8	2.94	49	2.0630	0.7020	11.4750	N	08/2019	Incumbent
25-1121.00	3.A.3	On-the-Job Training	OJ	9	5.23	49	5.0844	0.6963	30.2723	N	08/2019	Incumbent
25-1121.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.97	48	0.2716	2.4216	3.5144	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	1	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	2	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	3	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	4	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	5	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	6	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	8	70.85	21	15.4332	33.8365	92.0360	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	9	0.97	21	0.7762	0.1837	5.0039	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	11	17.38	21	14.2201	2.5981	62.4036	N	08/2019	Incumbent
25-1122.00	2.D.1	Required Level of Education	RL	12	10.79	21	7.3732	2.3871	37.4147	N	08/2019	Incumbent
25-1122.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.00	21	0.5346	1.8891	4.1193	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	1	8.84	20	8.8057	0.9742	48.8523	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	2	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	3	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	4	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	5	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	6	40.74	20	17.7238	12.8834	76.1661	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	7	29.95	20	21.3096	4.8549	78.1809	Y	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	8	4.91	20	4.4297	0.7024	27.3447	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	9	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	10	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.1	Related Work Experience	RW	11	15.57	20	14.2567	1.8681	64.0958	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	1	39.76	21	13.5710	16.8371	68.2774	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	2	12.91	21	8.8576	2.7866	43.3983	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	3	5.26	21	4.4901	0.8410	26.6653	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	4	0.49	21	0.5205	0.0522	4.3923	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	5	7.73	21	6.3120	1.3043	34.6733	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	6	4.40	21	4.3464	0.5286	28.4531	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	7	13.96	21	10.7713	2.4403	51.2968	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.2	On-Site or In-Plant Training	PT	9	15.49	21	14.1878	1.8751	63.7412	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	1	26.66	21	15.6997	6.3779	65.9944	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	2	8.73	21	7.4808	1.3320	40.4026	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	3	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	4	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	5	28.93	21	10.7068	12.0791	54.6737	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	6	6.22	21	4.6431	1.2443	25.8711	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	7	29.45	21	13.9598	9.3226	62.9014	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	8	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1122.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.66	21	0.4771	1.6686	3.6590	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	1	9.61	34	9.0178	1.2718	46.7644	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	2	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	3	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	4	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	5	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	6	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	7	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	8	30.42	34	11.3416	12.8131	56.5318	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	9	1.26	34	1.2946	0.1548	9.5564	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	10	0.00	34	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	11	58.38	34	12.8910	32.2801	80.5009	N	08/2019	Incumbent
25-1123.00	2.D.1	Required Level of Education	RL	12	0.32	34	0.3295	0.0392	2.5602	N	08/2019	Incumbent
25-1123.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.90	33	0.4889	1.9056	3.8974	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	1	3.84	32	2.8196	0.8338	15.9354	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	2	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	3	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	4	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	5	1.68	32	1.4434	0.2852	9.2306	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	6	1.77	32	1.1533	0.4657	6.5125	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	7	26.23	32	12.4167	8.7645	56.8250	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	8	26.73	32	11.2471	10.1570	54.0602	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	9	20.20	32	12.1321	5.1732	54.0206	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	10	9.78	32	9.2477	1.2608	47.9010	N	08/2019	Incumbent
25-1123.00	3.A.1	Related Work Experience	RW	11	9.78	32	9.1617	1.2858	47.4044	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	1	37.39	33	13.1150	16.0178	65.1470	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	2	43.84	33	13.9647	19.7331	71.2518	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	3	1.56	33	1.6046	0.1869	11.7753	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	4	12.54	33	9.2712	2.4987	44.5127	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	33	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	6	0.32	33	0.3341	0.0395	2.6037	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	7	0.68	33	0.6975	0.0821	5.3411	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	8	3.68	33	2.5250	0.8863	14.0205	N	08/2019	Incumbent
25-1123.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	33	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	1	34.59	32	13.3005	13.7532	63.6891	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	2	22.12	32	12.1132	6.3410	54.3740	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	3	11.59	32	9.3326	2.0029	45.6584	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	4	10.77	32	9.2789	1.6570	46.3744	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	5	9.78	32	9.1617	1.2858	47.4044	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	6	3.24	32	2.2240	0.7822	12.4562	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	7	5.72	32	3.1987	1.7777	16.9019	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	8	2.19	32	1.9500	0.3497	12.5273	N	08/2019	Incumbent
25-1123.00	3.A.3	On-the-Job Training	OJ	9	0.00	32	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1123.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.28	32	0.3680	1.5325	3.0336	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	1	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	2	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	3	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	4	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	5	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	6	8.74	21	8.2254	1.1007	45.1577	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	7	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	8	17.84	21	13.2252	3.2010	58.7806	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	9	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	10	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	11	73.42	21	14.8769	36.0284	93.1274	N	08/2019	Incumbent
25-1124.00	2.D.1	Required Level of Education	RL	12	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.17	20	0.5157	1.0891	3.2478	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	1	14.97	21	13.1238	2.0073	60.1998	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	2	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	3	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	4	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	5	0.34	21	0.3633	0.0377	3.0549	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	6	31.92	21	16.5779	8.7140	69.7153	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	7	21.00	21	13.3345	4.7354	58.7031	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	8	2.93	21	1.9968	0.6937	11.5469	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	9	14.62	21	9.6083	3.3247	46.0308	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	10	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.1	Related Work Experience	RW	11	14.22	21	13.1224	1.7272	60.9911	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	1	39.40	21	16.2437	13.5942	72.8837	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	2	20.71	21	13.3385	4.5794	58.7079	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	3	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	21	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	5	0.71	21	0.5555	0.1366	3.5763	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	6	1.63	21	1.7041	0.1809	13.1861	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	7	23.06	21	14.5765	5.1254	62.4535	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	8	14.22	21	13.1224	1.7272	60.9911	N	08/2019	Incumbent
25-1124.00	3.A.2	On-Site or In-Plant Training	PT	9	0.26	21	0.2766	0.0289	2.3325	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	1	24.74	20	13.5459	6.6896	60.1128	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	2	14.74	20	13.0499	1.9306	60.3032	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	3	20.50	20	13.5177	4.3480	59.4038	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	4	14.26	20	13.1562	1.7180	61.2650	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	5	1.00	20	0.6716	0.2426	4.0133	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	6	1.64	20	1.7090	0.1799	13.3104	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	7	23.12	20	14.6150	5.1072	62.7014	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	8	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1124.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.70	20	0.3971	1.8726	3.5347	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	1	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	2	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	3	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	4	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	5	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	6	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	7	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	8	30.36	23	19.4931	6.0524	74.6843	Y	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	9	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	10	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	11	69.64	23	19.4931	25.3157	93.9476	Y	08/2019	Incumbent
25-1125.00	2.D.1	Required Level of Education	RL	12	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.08	22	0.4735	1.0921	3.0617	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	1	15.78	23	9.7585	3.9236	46.2105	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	2	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	3	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	4	1.04	23	1.1073	0.1123	8.9237	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	5	3.55	23	2.8107	0.6686	16.7924	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	6	29.13	23	16.3598	7.3597	68.0124	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	7	26.22	23	12.6968	8.3506	58.0930	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	8	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	9	12.31	23	9.8552	2.0682	48.2542	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	10	11.98	23	9.8841	1.9091	48.7453	N	08/2019	Incumbent
25-1125.00	3.A.1	Related Work Experience	RW	11	0.00	23	0.0000	n/a	n/a	N	08/2019	Incumbent
25-1125.00	3.A.2	On-Site or In-Plant Training	PT	1	42.72	22	13.1911	19.5546	69.5882	N	08/2019	Incumbent
25-1125.00	3.A.2	On-Site or In-Plant Training	PT	2	17.70	22	13.1263	3.1955	58.3495	N	08/2019	Incumbent
